Country,Year,EShockentry,complexity_HH,population,GDP_pc_PPP,ind_output_meur,Unemployment_rate,Current_account_balance_to_GDP,exp_to_gdp,Public_debt_to_GDP,Adjusted_wage_share,employm_indus,fdi_in_gdp,Private_sector_debt_to_GDP,Tax_Wealth,finance_share_GO,finance_share_VA,Capital_accumulation,GDP_growth,Gini_net,size_of_finance,FDI_assets_stock,FDI_liabilities_stock,kof_econ,HBOOM,GDP_pc_ppp_new,indus_output_new
BEL,1960,0,,9140.563,,,2.2,0.1789767,37.80069166,,61.6530174,,,,,,,7.866226368,,,,,,,,,
BEL,1961,0,,9200.393,,,1.8,0.1516809,39.01317472,,60.8924533,,,,,,,8.596771781,4.974003124,,,,,,,,
BEL,1962,0,,9261.828,,,1.7,0.9301387,40.57309132,,61.9396945,,,,,,,8.824476311,5.181516287,,,,,,,,
BEL,1963,0,,9323.467,,,1.5,-0.1758641,41.71253903,,62.3521445,,,,,,,8.594094306,4.404032205,,,,,,,,
BEL,1964,0,1.88107,9383.443,,,1.4,0.4844746,42.4975544,,61.588529,,,,,,,9.498791399,6.947636197,,,,,,,,
BEL,1965,0,1.89202,9440.279,,,1.6,0.9825229,41.983271,,61.6487714,,,,0,,,9.526488033,3.586099255,,,,,,,,
BEL,1966,0,1.74293,9493.656,,,1.7,0.2014101,43.66610549,,62.9917184,,,,0,,,9.778603024,3.107017385,,,,,,,,
BEL,1967,0,1.76546,9543.533,,,2.4,1.2736034,42.68673241,,63.3202635,,,,0,,,9.674252414,3.868771072,,,,,,,,
BEL,1968,0,1.72276,9589.107,,,2.8,1.3766264,44.86690932,,62.5208868,,,,0,,,9.235842517,4.172287965,,,,,,,,
BEL,1969,0,1.7114,9629.528,,,2.2,1.6635947,48.8002812,,61.9346478,,,,0,,,9.400981336,6.62316338,,,,,,,,
BEL,1970,0,1.72262,9664.32,,,1.8,2.929675,44.48744947,,61.5317543,42.15999985,,,0,,,9.812682891,6.191939049,,,1200.855321,1129.773502,74.13,2.044883104,,
BEL,1971,0,1.57082,9692.9,,,1.7,2.5240521,43.31103474,,63.8060765,41.86000061,,,0,,,9.296884223,3.753046746,,,1514.747958,1766.265615,73.89,1.986777786,,
BEL,1972,0,1.56955,9715.673,,,2.2,4.063962,43.67699305,,64.8638031,41.11000061,,,0,,,9.308448132,5.255646025,,,1609.779674,2026.648753,73.77,1.680909111,,
BEL,1973,0,1.61194,9734.412,,,2.2,2.8918353,47.53104136,,65.3033117,40.88000107,,,0,,,9.608314802,6.122338287,,,1994.226162,2648.675136,74.86,1.534253244,,
BEL,1974,0,1.52057,9751.592,,,2.3,1.1465752,52.34175865,,67.5828369,40.59999847,,,0,,,9.881593904,4.199631418,,,2920.065456,3784.23493,75.83,1.606163314,,
BEL,1975,0,1.54701,9769.006,,,4.2,0.0195121,45.43720044,,69.4976472,39.31000137,,,0,,,9.341471701,-1.327012775,,,2863.910351,4060.53037,74.62,1.722724815,,
BEL,1976,0,1.03833,9787.576,,,5.5,0.722633,48.04803174,,70.5306126,38.33000183,,,0,,,9.350412948,5.652728401,,,3481.616505,5428.988414,75.26,1.846114642,,
BEL,1977,0,1.36634,9806.885,,,6.3,-1.1700239,47.01182032,,70.9007764,37.36999893,,,0,,,9.042317442,0.626150236,,,4326.822828,6989.840665,75.14,1.930857884,,
BEL,1978,0,1.3669,9825.779,,,6.8,-1.1251272,45.28441839,,70.9744742,36.06000137,,,0,,,8.989440611,2.841902448,,,5684.624467,9534.362547,75.06,1.82389461,,
BEL,1979,0,1.54064,9842.453,,,7,-2.8707648,49.4018212,,70.6816247,35.02999878,,,0,,,8.49262995,2.341114577,23.23059654,,7094.261588,10862.31655,75.91,1.797670703,,
BEL,1980,0,1.49432,9855.747,,,7.4,-4.0266586,49.5946311,,71.8464438,34.31000137,,,0.009,,,8.675853326,4.444039338,,,6819.245562,10792.88104,76.03,1.584256372,,
BEL,1981,0,1.46699,9865.512,,,9.4,-3.2431615,53.49971959,,72.1010929,32.84999847,,,0.009,,,7.196882125,-0.279266242,,,6292.2515,10088.4,78.12,0.960465893,,
BEL,1982,0,1.42816,9872.709,,,11,-3.209704,57.49737998,,70.926613,31.78000069,,,0.067,,,6.812388506,0.5949556,,,5498.7212,11125.32,79.7,0.415329194,,
BEL,1983,0,1.47927,9878.636,,,10.7,-0.893362,59.76578954,,70.2328657,33.47999954,,,0.059,,,6.392754437,0.311875086,25.45034218,,6110.7119,12311.29,81.32,-0.06035341,,
BEL,1984,0,1.5538,9885.088,,,10.8,-0.4910683,63.74062668,,69.438737,32.59999847,,,0.062,,,6.478530562,2.466351372,,,6071.6553,12032.34,82.42,-0.450683353,,
BEL,1985,0,1.6462,9893.499,,,10.1,0.3862714,61.80302113,,68.8957666,31.86000061,,,0.062,,,6.687457698,1.651821954,23.00235748,,9551.2314,18447.18,84.64,-0.504158495,,
BEL,1986,0,1.66718,9903.895,,,10,1.8498786,56.68567226,,68.4550408,31.98999977,,,0.065,,,6.804331199,1.822761664,23.04395866,,15194.259,27394.211,84.66,-0.510546298,,
BEL,1987,0,1.62745,9916.261,,,9.8,1.7435774,55.28514503,,68.1880706,31.61000061,,,0.064,,,7.032481479,2.306656967,23.08556175,,19606.365,30646.26,84.37,-0.522753508,,
BEL,1988,0,1.69374,9931.873,,,8.8,2.3173307,58.78854504,,66.3102527,31.36000061,,,0.055,,,7.956197651,4.723207477,23.12716293,,24902.932,39309.141,85.52,-0.409123972,,
BEL,1989,0,1.65056,9952.253,,,7.4,1.9098935,62.90384182,,65.9682962,31.42000008,,,0.06,,,8.608504244,3.469170295,23.11032486,,34675.613,52824.379,87.29,-0.227456252,,
BEL,1990,0,1.74372,9978.241,,,6.6,1.4778898,60.97115121,,67.0443932,30.70000076,,,0.058,,,9.010872952,3.137383416,23.09348679,,40635.844,58387.801,86.84,-0.077867024,30647.8213478709,
BEL,1991,0,1.90119,10011.217,,,6.4,2.0208041,59.60154898,,68.8545626,30.51000023,,,0.051,,,8.388544021,1.833085043,22.68437958,,48385.035,70163.102,87.36,0.059581575,31093.8610724912,
BEL,1992,0,1.826,10050.405,,,7.1,2.6918732,58.19564058,,69.0898526,30.62000084,,,0.048,,,8.250439526,1.530639346,22.27527046,,55635.926,75678.117,87.28,0.172191129,31441.977285362,
BEL,1993,0,1.82785,10091.889,,,8.6,4.4021895,55.52262062,,69.9705757,29.45999908,,,0.099,,,7.861158338,-0.96187085,23.8082695,,62641.926,94295.211,87.72,0.159127888,31018.1395921895,
BEL,1994,0,1.68427,10130.251,,,9.8,5.565525,57.81567331,,69.3804041,28.87999916,,,0.112,,,7.72619082,3.226992982,25.34126663,,69540.633,105881.43,88.12,0.211106686,31920.5561312755,
BEL,1995,0,1.61256,10161.914,19000,153462.6,9.7,4.517286,59.48746787,130.5447,68.5160412,28.25,,149.93,0.095,0.028309232,0.03692344,7.821920316,2.384728639,26.99288177,2.8309232,80690.023,112959.88,88.2,0.297274444,32613.4078364629,436675.9
BEL,1996,0,1.54476,10185.077,19500,151586.4,9.5,3.7800428,60.44308194,127.9737,68.8365741,27.62999916,,156.09,0.083,0.028977375,0.037561078,7.738001241,1.593589801,25.70682716,2.8977375,87310.797,123882.99,89.6,0.201011704,33068.3953782617,439173.2
BEL,1997,0,1.57846,10201.758,20700,156932.9,9.2,4.5671751,63.89681771,123.2057,68.6469916,27.54999924,,170.03,0.148,0.028155689,0.035222087,8.074742604,3.710183864,24.49333954,2.8155689,94733.914,128728.11,91.75,0.154568693,34212.4882853649,451720.6
BEL,1998,0,1.61469,10216.867,21200,160244.7,9.3,4.3815515,63.39715979,118.1963,68.183616,27.25,,161.62,0.153,0.02822637,0.033483679,8.100686169,1.975511237,25.56005478,2.822637,134982.25,180491.81,92.83,0.082724093,34813.8621527162,471066.9
BEL,1999,1,1.60032,10237.402,22400,164204.6,8.5,4.8069002,63.89860211,114.4166,68.9040904,25.77000046,,175.8,0.152,0.029217092,0.035967658,8.230427949,3.563111687,26.45262527,2.9217092,151795.06,179923.86,94.08,0.080635163,35971.8504151917,497413.9
BEL,2000,1,1.57035,10268.38,24500,182474.3,6.9,3.9592676,71.85754893,108.7688,67.7741087,25.80999947,,185.93,0.136,0.029847788,0.037383101,8.404640425,3.633839708,27.48174858,2.9847788,179772.6,195218.9,95.15,0.081497145,37188.6436930907,532796.6
BEL,2001,1,1.23801,10311.331,25100,184732,6.6,4.1293061,71.02051259,107.591,68.8009825,25.48999977,,191.97,0.133,0.02850084,0.035036198,8.369918047,0.811653912,26.82717323,2.850084,181458.7887,203537.1163,93.88,0.075078492,37361.718437763,553911.2
BEL,2002,1,1.18184,10364.613,26200,178300.1,7.5,6.0047625,70.3146529,104.7098,68.9971119,25.78000069,6.984683949,190.32,0.141,0.029254238,0.035637177,7.898499481,1.780243243,26.39382935,2.9254238,223940.4467,255745.4203,93.71,-0.060277647,37856.8647131311,555998.6
BEL,2003,1,1.16731,10426.169,26300,175164.6,8.2,5.6347541,68.59611445,101.1124,68.3248664,24.92000008,10.82870702,195.47,0.143,0.028822319,0.033211422,7.780163252,0.774483808,25.76835442,2.8822319,313937.595,357137.247,93.18,-0.156599216,37990.7133086751,561466.9
BEL,2004,1,1.09913,10492.643,27300,189916.5,8.4,4.5303655,70.3700232,96.5231,66.6536511,24.94000053,11.97545135,198.68,0.333,0.029138105,0.034783383,8.338546542,3.634774978,25.5278759,2.9138105,369229.8954,471071.3882,93.26,-0.236537099,39201.5271563108,597777.2
BEL,2005,1,1.17112,10561.436,28300,197270.3,8.5,3.3910897,73.52133838,94.627,65.7374997,24.69000053,8.695608345,197.79,0.175,0.028930511,0.033733912,8.686322506,2.094488373,25.4645195,2.8930511,378157.5538,478183.1371,91.62,-0.234952797,39802.9722724017,628336.2
BEL,2006,1,1.16198,10632.032,29300,217317.8,8.3,3.6800424,75.71128567,91.0381,65.4520688,24.69000053,14.35476326,202.03,0.225,0.02901779,0.033393576,8.705354745,2.499146741,25.00161362,2.901779,481355.598,618531.684,90.49,-0.060685004,40532.2730382074,673570.7
BEL,2007,1,1.1726,10704.83,30400,231597.4,7.5,3.9858665,77.49084021,87.0211,65.0748939,24.42000008,20.4712718,213.49,0.187,0.028869454,0.031107698,9.102491181,3.397475064,25.22669029,2.8869454,621095.1831,784576.3044,90.82,0.070567275,41623.4417399595,714864.5
BEL,2008,1,1.0917,10779.155,30100,240037.7,7,1.3571763,79.69587591,92.5285,66.5852116,24.67000008,36.73990489,234.87,0.196,0.028575791,0.028940108,9.089697943,0.747283907,24.61861038,2.8575791,814051.2561,854425.8648,90.12,0.114923247,41619.3400813337,750193.3
BEL,2009,1,1.20746,10854.388,28900,197923.5,7.9,0.8657868,69.30968143,99.5636,67.9923482,23.46999931,17.85729074,243.22,0.19,0.032669409,0.034892319,8.386302491,-2.285113068,24.85193253,3.2669409,940867.3848,967599.1584,90.08,0.113705441,40355.5731175835,697457.7
BEL,2010,1,1.19813,10929.978,30600,225407.1,8.3,3.702181,76.44843482,99.7102,66.2474517,23.37999916,23.05667244,230.87,0.236,0.032531266,0.037641348,8.236398544,2.69515683,24.49184608,3.2531266,929252.2728,952886.9784,89.94,0.113329475,41085.9189401366,751108.6
BEL,2011,1,1.15819,11005.175,31300,254372.8,7.2,0.2322569,81.63574304,102.3371,66.5586544,23.22999954,29.98598783,241.84,0.232,0.031389335,0.038663856,8.482125872,1.796626139,24.1044445,3.1389335,1e+06,993176.9376,89.08,0.142159546,41248.725342013,809644.9
BEL,2012,1,,11079.521,32200,254321.1,7.6,1.5124903,82.30580645,104.0914,67.7924436,21.76000023,1.342344288,247.69,0.319,0.030981098,0.038700602,8.406659694,0.13706057,23.84203911,3.0981098,,,87.72,0.146718822,41046.481185763,823010.1
BEL,2013,1,,11153.122,32100,248236.7,8.4,1.069689,81.80639265,105.4279,68.4264944,21.70000076,-5.455541973,246.72,0.417,0.031723633,0.037645882,8.202661547,-0.067173622,23.0021534,3.1723633,,,86.05,0.089507359,40928.136605999,820616.4
BEL,2014,1,,11226.322,33000,243997.8,8.5,-0.1348287,83.20371659,106.4514,67.8421399,21.38999939,-3.630242074,250.01,0.505,0.033480115,0.039151878,8.51519191,1.653124772,,3.3480115,,,90.08,-0.026456406,41360.3955755286,830082.1
BEL,2015,1,,11299.192,34400,235925.3,8.5,0.1630312,82.94880889,105.7613,66.8457192,21.43000031,-4.570885657,252.84,0.395,0.037962002,0.043258145,8.604963561,1.500231969,,3.7962002,,,,-0.108685025,41708.2123401731,842475.3
BEL,2016,1,,,34300,236339.2,8,0.9666556,,106.7966,66.1725302,,,,,,,8.679926393,1.194975453,,,,,,-0.143928772,42083.6443038217,
BGR,1960,0,,7866.472,,,,,,,,,,,,,,,,19.35837364,,,,,,,
BGR,1961,0,,7935.058,,,,,,,,,,,,,,,,,,,,,,,
BGR,1962,0,,8004.367,,,,,,,,,,,,,,,,19.17212486,,,,,,,
BGR,1963,0,,8073.469,,,,,,,,,,,,,,,,18.43351936,,,,,,,
BGR,1964,0,1.13266,8141.171,,,,,,,,,,,,,,,,,,,,,,,
BGR,1965,0,0.996351,8206.564,,,,,,,,,,,,,,,,17.12589073,,,,,,,
BGR,1966,0,1.08963,8269.118,,,,,,,,,,,,,,,,,,,,,,,
BGR,1967,0,0.884284,8328.838,,,,,,,,,,,,,,,,15.28304577,,,,,,,
BGR,1968,0,0.790418,8386.016,,,,,,,,,,,,,,,,14.3792963,,,,,,,
BGR,1969,0,0.966523,8441.214,,,,,,,,,,,,,,,,15.70390415,,,,,,,
BGR,1970,0,0.911919,8494.765,,,,,,,,,,,,,,,,15.84860229,,,,40.92,,,
BGR,1971,0,0.665432,8546.81,,,,,,,,,,,,,,,,16.66790009,,,,40.92,,,
BGR,1972,0,0.983749,8596.962,,,,,,,,,,,,,,,,16.23521996,,,,40.92,,,
BGR,1973,0,0.973006,8644.419,,,,,,,,,,,,,,,,15.79125214,,,,40.92,,,
BGR,1974,0,1.00922,8688.112,,,,,,,,,,,,,,,,15.30740356,,,,40.92,,,
BGR,1975,0,1.05035,8727.332,,,,,,,,,,,,,,,,16.44375992,,,,40.92,,,
BGR,1976,0,0.719784,8761.231,,,,,,,,,,,,,,,,18.48942566,,,,40.92,,,
BGR,1977,0,0.78507,8790.072,,,,,,,,,,,,,,,,20.88128471,,,,40.92,,,
BGR,1978,0,0.876603,8815.565,,,,,,,,,,,,,,,,22.00507736,,,,40.92,,,
BGR,1979,0,0.774369,8840.131,,,,,,,,42.54999924,,,,,,,,21.24500847,,,,40.92,,,
BGR,1980,0,0.746995,8865.235,,,,,35.70780505,,,42.70999908,,,,,,,,20.02516747,,,,40.92,,,
BGR,1981,0,0.720216,8891.245,,,,,35.63843555,,,43.22000122,,,,,,,,18.59573746,,,,40.29,,,
BGR,1982,0,0.892489,8916.713,,,,,34.28290766,,,43.83000183,,,,,,,,18.10819626,,,,39.55,,,
BGR,1983,0,0.978237,8939.007,,,,,37.14824281,,,44.40000153,,,,,,,,19.29398155,,,,39.81,,,
BGR,1984,0,1.16973,8954.518,,,,,40.13116141,,,44.79000092,,,,,,,,18.90277863,,,,39.02,,,
BGR,1985,0,1.28757,8960.387,,,,,42.7951269,,,45.04000092,,,,,,,,19.93769073,,,,40.4,,,
BGR,1986,0,1.29036,8956.741,,,,,40.03363952,,,45.36000061,,,,,,,,18.64925957,,,,40.08,,,
BGR,1987,0,1.27328,8943.721,,,,,40.78529918,,,45.79999924,,,,,,,,19.12757683,,,,40.08,,,
BGR,1988,0,1.22207,8918.66,,,,,45.5656655,,,45.70000076,,,,,,,,18.53635406,,,,42.64,,,
BGR,1989,0,1.22163,8878.348,,,,,46.42059466,,,45.34000015,,,,,,,,19.55484772,,,,44.75,,,
BGR,1990,0,1.04527,8821.111,,,,,33.11919208,,,44.18999863,0.019387274,,,,,,,19.68253899,,,,43.69,,9296.90896876333,
BGR,1991,0,0.751291,8745.408,,,,-4.3106624,43.47826087,,,41.11999893,0.510803242,,,,,,,21.49396324,,104.052736,168.1827438,41.75,,8596.47344229234,
BGR,1992,0,0.679423,8653.527,,,,-7.3992929,47.11155378,,,38.54999924,0.400946215,,,,,,-7.251865447,22.03156281,,104.052736,209.6827438,44.22,,8057.36591486513,
BGR,1993,0,0.594231,8552.429,,,,-9.4068846,38.20675811,,,36.59000015,0.369354299,,,,,,-1.480340226,23.58307266,,105.0043082,249.6827438,43.58,,8001.67231132097,
BGR,1994,0,0.477937,8451.626,,,,-2.4488631,45.04756469,,,34.81000137,1.086887367,,,,,,1.817833561,25.04171753,,114.1805463,355.0827438,46.97,,8174.85720809515,
BGR,1995,0,0.490506,8358.116,5000,,10,11.7500232,51.92103087,,56.4650857,33.5,0.692008539,,,,,5.845121445,2.86035024,26.41124153,,116.0458649,445.4827438,50.36,-0.144855799,8446.20924651671,26293.4
BGR,1996,0,0.690222,8274.662,4800,,9.5,1.1215151,58.97802735,,53.7367673,32.58000183,1.078204,,,,,2.697896314,1.56675415,28.00651932,,80.19407086,554.4827438,55.41,-0.731009171,8549.70794336771,18040.3
BGR,1997,0,0.660773,8199.923,4900,,11.9,10.6194234,50.10914273,97.2611,46.9028565,32,4.508901918,,,,,4.526825251,-1.088714642,27.45886993,,74.91196363,1059.282744,56.58,-1.147202558,8508.2576868112,21081.8
BGR,1998,0,0.647729,8131.743,5200,,10.9,5.6684618,43.08719304,69.2974,55.0936042,30.62999916,3.672463826,,,,,5.772421997,3.462838932,27.39069748,,74.5,1596.6,57.14,-1.053435145,9109.02761148376,26703.4
BGR,1999,0,0.477192,8066.219,5000,8298.1,12.3,-3.653687,43.16877055,76.0834,58.9600338,28.86000061,6.067316351,,,0.010841514,0.012859035,6.862396312,-6.689773224,24.98751259,1.0841514,10.9,2402.644267,63.01,-1.252040134,8390.03529795344,24803.8
BGR,2000,0,0.488015,8000.51,5600,10047.8,16.4,-5.4740737,36.48808614,71.1557,56.8546542,32.65999985,7.61709984,,,0.011393644,0.015225631,7.893425805,5.052088662,24.34732628,1.1393644,87,2257.3,67.09,-1.169253326,8833.40548449307,28804.4
BGR,2001,0,0.468498,7934.389,6000,11304.8,19.5,-5.5831066,35.00002186,64.9997,57.943899,32.72000122,5.75111107,,,0.012853942,0.018791168,9.244960057,3.770242687,24.70751953,1.2853942,96.7,2757.7,58.48,-1.173133416,9350.7425646054,32491.1
BGR,2002,0,0.47551,7869.124,6600,11989.2,18.2,-2.4554061,33.73471032,51.4014,55.4817827,32.63000107,5.529588157,,,0.013772372,0.020316423,9.804179121,5.937642302,26.36656952,1.3772372,125,3662.3,54.41,-1.161837639,10123.323439097,35016.6
BGR,2003,0,0.452789,7805.041,7100,13031.8,13.7,-5.3477424,34.53160034,43.714,56.4817632,32.11000061,9.949281449,,,0.016736989,0.026414832,10.84653812,5.156178371,28.98574448,1.6736989,102.5587149,6247.03576,59.27,-1.198054432,10729.9618650789,38068.9
BGR,2004,0,0.382056,7742.74,7700,15393.9,12.1,-6.361235,41.0559457,36.0032,55.7491009,32.84999847,11.77465186,,,0.018240864,0.028295361,11.98152603,6.435467038,29.68750572,1.8240864,-175.7794817,10107.87734,67.91,-1.013393775,11507.0008865405,44587
BGR,2005,0,0.31953,7682.614,8700,18259.1,10.1,-11.4401786,42.59748019,26.7905,55.1877594,34.22000122,13.74210082,,,0.021753363,0.037464579,14.36341506,7.123486777,29.94210243,2.1753363,123.48059,13869.1725,63.93,-0.421921619,12419.8709907872,51837.9
BGR,2006,0,0.426491,7624.611,9400,22063.8,9,-17.2282475,47.08108063,21.0248,53.5252185,34.47000122,22.95467987,,,0.019781688,0.034000045,15.16729396,6.874305243,29.2745018,1.9781688,453.3167411,23482.67718,72.22,0.596354741,13374.8554624131,60834.8
BGR,2007,1,0.566168,7568.378,10600,26220,6.9,-23.7714685,51.96567128,16.3238,51.3137673,35.5,30.99529352,,,0.022960858,0.047020698,15.91481371,7.344404856,28.80493546,2.2960858,811.6245429,37860.93342,80.24,1.417822727,14463.1159964405,73343.4
BGR,2008,1,0.579111,7513.646,11300,27678.4,5.6,-22.1488795,52.29981166,13.031,53.8376244,36.43000031,18.83547282,,,0.022939839,0.040582982,17.43770218,6.021813308,29.76126289,2.2939839,1462.606195,44631.72097,75.62,2.484416171,15442.0799255986,83001.9
BGR,2009,1,0.353831,7460.057,10800,24945.8,6.8,-8.1756088,42.41456289,13.6897,55.2448112,35.24000168,7.524922044,,,0.025973018,0.038522665,13.46682717,-3.586069108,29.91259766,2.5973018,1392.698091,48992.95925,72.89,2.075810993,14984.5366930195,78445.8
BGR,2010,1,0.584884,7407.297,11400,26614.1,10.3,-1.8203518,50.17895111,15.3179,56.8403052,32.97999954,3.641372982,,,0.032306771,0.058691914,10.71551771,1.324006135,31.54098511,3.2306771,1555.544956,46941.29693,73.08,0.922451831,15283.220396849,78976.4
BGR,2011,1,0.507367,7355.231,11800,31441.6,11.3,0.4431954,59.06906412,15.219,54.7155417,31.45000076,3.664000265,,,0.029985279,0.05228786,9.921060051,1.91501387,31.50691795,2.9985279,1645.210488,47313.50647,73.24,0.309685297,15676.0776296628,87217
BGR,2012,1,0.586226,7303.741,12200,32844,12.3,-0.9435472,60.80181048,16.6994,57.0749617,31.31999969,3.317271882,,,0.027247678,0.048688664,9.760335476,0.030943607,32.90597153,2.7247678,,,72.58,0.090650313,15772.0232345089,88751.4
BGR,2013,1,0.561561,7252.539,12200,32415.8,13,1.1668682,64.65252951,17.012,61.4539682,30.19000053,3.567225222,,,0.025398406,0.04239275,9.460168605,0.862086156,32.54743195,2.5398406,,,76.49,-0.078239124,15938.87697549,86986.7
BGR,2014,1,0.476996,7201.308,12900,32487.3,11.4,-0.0120525,65.01240687,26.9673,63.497499,30.12000084,3.644397805,,,0.024598534,0.042799184,9.505018729,1.328848474,33.27435303,2.4598534,,,77.18,-0.139678536,16324.2794702165,92399.2
BGR,2015,1,0.432615,7149.787,13700,33482.4,9.2,0.356095,64.10718625,26.0236,64.0312533,29.88999939,5.534300473,,,0.023886579,0.043722303,9.467142138,3.617445385,,2.3886579,,,,-0.027779001,16999.0459943312,96281.3
BGR,2016,1,,,14200,34206.4,7.7,2.5777529,,28.9516,65.5923254,,,,,,,9.166604616,3.311393479,,,,,,-0.261861073,17792.6149177782,
CZE,1960,0,,9578.587,,,,,,,,,,,,,,,,,,,,,,,
CZE,1961,0,,9626.727,,,,,,,,,,,,,,,,,,,,,,,
CZE,1962,0,,9679.416,,,,,,,,,,,,,,,,,,,,,,,
CZE,1963,0,,9730.996,,,,,,,,,,,,,,,,,,,,,,,
CZE,1964,0,,9773.266,,,,,,,,,,,,,,,,,,,,,,,
CZE,1965,0,,9800.931,,,,,,,,,,,,,,,,,,,,,,,
CZE,1966,0,,9811.54,,,,,,,,,,,,,,,,,,,,,,,
CZE,1967,0,,9808.728,,,,,,,,,,,,,,,,,,,,,,,
CZE,1968,0,,9800.665,,,,,,,,,,,,,,,,,,,,,,,
CZE,1969,0,,9798.793,,,,,,,,,,,,,,,,,,,,,,,
CZE,1970,0,,9811.291,,,,,,,,,,,,,,,,,,,,,,,
CZE,1971,0,,9840.28,,,,,,,,,,,,,,,,,,,,,,,
CZE,1972,0,,9882.993,,,,,,,,,,,,,,,,,,,,,,,
CZE,1973,0,,9936.604,,,,,,,,,,,,,,,,,,,,,,,
CZE,1974,0,,9996.356,,,,,,,,,,,,,,,,,,,,,,,
CZE,1975,0,,10058.165,,,,,,,,,,,,,,,,,,,,,,,
CZE,1976,0,,10122.45,,,,,,,,,,,,,,,,,,,,,,,
CZE,1977,0,,10188.839,,,,,,,,,,,,,,,,,,,,,,,
CZE,1978,0,,10251.436,,,,,,,,,,,,,,,,,,,,,,,
CZE,1979,0,,10302.778,,,,,,,,,,,,,,,,,,,,,,,
CZE,1980,0,,10337.827,,,,,,,,,,,,,,,,,,,,,,,
CZE,1981,0,,10353.75,,,,,,,,,,,,,,,,,,,,,,,
CZE,1982,0,,10352.607,,,,,,,,,,,,,,,,,,,,,,,
CZE,1983,0,,10340.397,,,,,,,,,,,,,,,,,,,,,,,
CZE,1984,0,,10325.923,,,,,,,,,,,,,,,,,,,,,,,
CZE,1985,0,,10315.676,,,,,,,,,,,,,,,,,,,,,,,
CZE,1986,0,,10311.35,,,,,,,,,,,,,,,,,,,,,,,
CZE,1987,0,,10311.293,,,,,,,,,,,,,,,,,,,,,,,
CZE,1988,0,,10314.591,,,,,,,,,,,,,,,,18.77283669,,,,,,,
CZE,1989,0,,10319.255,,,,,,,,,,,,,,,,17.73117828,,,,,,,
CZE,1990,0,,10323.701,,,,,33.20981469,,,,,,,,,,,19.28943825,,,,,,20023.1359867147,
CZE,1991,0,,10328.44,,,,,38.76287952,,,,,,,,,,-11.61492168,20.38658524,,,,,,17739.9967006919,
CZE,1992,0,,10333.93,,,,1.6602937,40.2064057,,,,,,,,,,-0.506546385,20.02000618,,,,,,17632.0996214391,
CZE,1993,0,,10338.381,,,4.2,1.8362025,40.28640488,,47.9782123,42.93999863,1.617409397,,0,,,,0.06188492,21.74857903,,181.36871,3423.1001,55.23,1.05349798,17624.68477675,
CZE,1994,0,,10339.439,,,4.2,-0.7275596,37.42116378,,49.6745188,42.18000031,1.854183817,,0,,,,2.909310852,23.89292717,,300.43497,4546.8101,57.79,1.321430052,18130.891018021,
CZE,1995,0,1.43444,10335.556,11600,40542.2,3.9,-3.3596922,40.56147812,13.5811,48.7811774,41.83000183,4.312544694,141.02,0,0.016767703,0.020409324,9.062744713,6.221407718,24.92324829,1.6767703,345.46649,7350.0601,62.71,1.645585151,19270.6993868643,99452.5
CZE,1996,0,1.40914,10326.682,12400,45776.4,3.8,-5.8964307,38.43774378,11.5915,50.199404,41.50999832,2.149424369,139.54,0,0.017405943,0.019533278,9.580494154,4.282799044,25.74626541,1.7405943,497.92184,8572.4102,64.38,1.235601748,20107.8534574349,112911.6
CZE,1997,0,1.48535,10313.836,12700,50074.2,4.7,-5.3837305,40.57362089,12.1434,50.6138332,41.52999878,2.087738358,147.67,0,0.016910267,0.019100343,8.830638272,-0.674271248,25.38426208,1.6910267,548.25616,9233.75,68.47,0.73425251,20009.8318097638,120344.3
CZE,1998,0,1.53443,10297.977,12900,54378.4,6.5,-1.6059091,42.2834172,13.9325,48.8238659,41.5,5.574845177,142.82,0,0.019196523,0.024112769,8.524951811,-0.316032669,24.82801819,1.9196523,804.00269,14375.07,71.37,0.596115179,19962.9612888893,130133.3
CZE,1999,0,1.53899,10280.525,13400,53684.9,8.7,-2.142672,43.01850445,15.2024,48.860768,40.54000092,9.753784339,141.84,0,0.018662155,0.02207005,8.144103867,1.438050224,24.29485703,1.8662155,698.04327,17552.05259,74.76,0.414739098,20269.6986562541,131083.7
CZE,2000,0,1.55234,10263.01,14200,61801.7,8.8,-3.6665641,48.32965949,17.0252,49.0255304,39.90999985,8.112466442,142.02,0,0.016571146,0.018702423,8.63279309,4.294136059,24.34754753,1.6571146,737.8229709,21643.65694,78.56,-0.026496076,21193.9017140583,148723
CZE,2001,0,1.52624,10244.261,15200,72210.4,8.1,-4.0317574,49.13565062,22.7821,48.8815355,40.50999832,8.372029747,128.51,0,0.017048591,0.019777464,8.897766127,3.051521283,24.60954094,1.7048591,1135.610469,27092.17022,76.19,-0.302775118,21892.48252523,168835.9
CZE,2002,0,1.61843,10225.198,15600,79912.9,7.3,-4.7261046,45.24241448,25.9242,50.9827828,40.09000015,10.4001925,131.72,0,0.016387437,0.015910413,8.887200439,1.64694964,25.09773827,1.6387437,1472.980326,38669.22464,78.19,-0.036432824,22297.2247461099,192972.8
